allele_name	gene_family	consensus_gene_name	consensus_product	threshold	alleles_at_maximum_threshold	number_genomes	average_dose	min_dose	max_dose	genomes_containing_fissions	genomes_containing_duplications	number_fission_loci	number_duplicated_loci	no_loci	products	gene_names	min_length(bp)	max_length(bp)	average_length(bp)	cluster	cluster_order	pQBR103	pQBR106p	pQBR11d	pQBR124	pQBR4	pQBR43	pQBR44d	pQBR47p	pQBR49	pQBR5	pQBR50d
g0085_0006	g0085	NA	DNA-LIGASE-A3 domain-containing protein	98	1	11	1	1	1	0	0	0	0	11	DNA-LIGASE-A3 domain-containing protein(11)	NA(11)	1374	1374	1374.00	2	34	pQBR103_00505	pQBR106p_00109	pQBR11d_00524	pQBR124_00512	pQBR4_00623	pQBR43_00579	pQBR44d_00131	pQBR47p_00304	pQBR49_00634	pQBR5_00555	pQBR50d_00649
g0090_0006	g0090	NA	Transmembrane protein	98	1	11	1	1	1	0	0	0	0	11	Transmembrane protein(11)	NA(11)	474	474	474.00	2	35	pQBR103_00506	pQBR106p_00110	pQBR11d_00525	pQBR124_00513	pQBR4_00624	pQBR43_00580	pQBR44d_00132	pQBR47p_00305	pQBR49_00635	pQBR5_00556	pQBR50d_00650
g0008_0006	g0008	NA	Replication protein	98	1	11	1	1	1	0	0	0	0	11	Replication protein(11)	NA(11)	1131	1131	1131.00	3	1	pQBR103_00001	pQBR106p_00001	pQBR11d_00001	pQBR124_00001	pQBR4_00001	pQBR43_00001	pQBR44d_00001	pQBR47p_00001	pQBR49_00001	pQBR5_00001	pQBR50d_00001
g0005_0006	g0005	lrgA	Antiholin-like protein LrgA	98	1	11	1	1	1	0	0	0	0	11	Antiholin-like protein LrgA(11)	lrgA(11)	444	444	444.00	3	2	pQBR103_00002	pQBR106p_00002	pQBR11d_00003	pQBR124_00002	pQBR4_00002	pQBR43_00002	pQBR44d_00002	pQBR47p_00002	pQBR49_00002	pQBR5_00002	pQBR50d_00002
g0178_0005	g0178	NA	Peroxin-19	95	2	11	1	1	1	0	0	0	0	11	Peroxin-19(11)	NA(11)	411	411	411.00	3	3	pQBR103_00003	pQBR106p_00003	pQBR11d_00004	pQBR124_00003	pQBR4_00003	pQBR43_00003	pQBR44d_00003	pQBR47p_00003	pQBR49_00003	pQBR5_00003	pQBR50d_00003
g0096_0006	g0096	NA	Peroxin-19	98	1	11	1	1	1	0	0	0	0	11	Peroxin-19(11)	NA(11)	330	330	330.00	3	4	pQBR103_00004	pQBR106p_00004	pQBR11d_00005	pQBR124_00004	pQBR4_00004	pQBR43_00004	pQBR44d_00004	pQBR47p_00004	pQBR49_00004	pQBR5_00004	pQBR50d_00004
g0094_0006	g0094	NA	DUF5598 domain-containing protein	98	1	11	1	1	1	0	0	0	0	11	DUF5598 domain-containing protein(11)	NA(11)	279	279	279.00	3	5	pQBR103_00005	pQBR106p_00005	pQBR11d_00006	pQBR124_00005	pQBR4_00005	pQBR43_00005	pQBR44d_00005	pQBR47p_00005	pQBR49_00005	pQBR5_00005	pQBR50d_00005
g0107_0006	g0107	NA	Response regulatory domain-containing protein	98	1	11	1	1	1	0	0	0	0	11	Response regulatory domain-containing protein(11)	NA(11)	396	396	396.00	3	6	pQBR103_00006	pQBR106p_00006	pQBR11d_00007	pQBR124_00006	pQBR4_00006	pQBR43_00006	pQBR44d_00006	pQBR47p_00006	pQBR49_00006	pQBR5_00006	pQBR50d_00006
g0078_0006	g0078	NA	Lipoprotein	98	1	11	1	1	1	0	0	0	0	11	Lipoprotein(11)	NA(11)	633	633	633.00	3	7	pQBR103_00007	pQBR106p_00007	pQBR11d_00008	pQBR124_00007	pQBR4_00007	pQBR43_00007	pQBR44d_00007	pQBR47p_00007	pQBR49_00007	pQBR5_00007	pQBR50d_00007
g0015_0006	g0015	NA	Conserved domain protein	98	1	11	1	1	1	0	0	0	0	11	Conserved domain protein(11)	NA(11)	348	348	348.00	3	8	pQBR103_00008	pQBR106p_00008	pQBR11d_00009	pQBR124_00008	pQBR4_00008	pQBR43_00008	pQBR44d_00008	pQBR47p_00008	pQBR49_00008	pQBR5_00008	pQBR50d_00008
g0101_0006	g0101	NA	Conserved domain protein	98	1	11	1	1	1	0	0	0	0	11	Conserved domain protein(11)	NA(11)	468	468	468.00	3	9	pQBR103_00009	pQBR106p_00009	pQBR11d_00010	pQBR124_00009	pQBR4_00009	pQBR43_00009	pQBR44d_00009	pQBR47p_00009	pQBR49_00009	pQBR5_00009	pQBR50d_00009
g0142_0005	g0142	NA	DUF1376 domain-containing protein	95	2	11	1	1	1	0	0	0	0	11	DUF1376 domain-containing protein(11)	NA(11)	780	936	794.18	3	10	pQBR103_00010	pQBR106p_00010	pQBR11d_00011	pQBR124_00010	pQBR4_00010	pQBR43_00010	pQBR44d_00010	pQBR47p_00010	pQBR49_00010	pQBR5_00010	pQBR50d_00010
g0081_0006	g0081	parB	ParB domain-containing protein	98	1	11	1	1	1	0	0	0	0	11	ParB domain-containing protein(11)	parB(11)	1821	1824	1823.73	3	11	pQBR103_00011	pQBR106p_00011	pQBR11d_00012	pQBR124_00011	pQBR4_00011	pQBR43_00011	pQBR44d_00011	pQBR47p_00011	pQBR49_00011	pQBR5_00011	pQBR50d_00011
g0171_0004	g0171	NA	PRTRC system protein E	90	2	11	1	1	1	0	0	0	0	11	PRTRC system protein E(11)	NA(11)	474	474	474.00	3	12	pQBR103_00012	pQBR106p_00012	pQBR11d_00013	pQBR124_00012	pQBR4_00012	pQBR43_00012	pQBR44d_00012	pQBR47p_00012	pQBR49_00012	pQBR5_00012	pQBR50d_00012
g0025_0006	g0025	NA	PRTRC system protein C	98	1	11	1	1	1	0	0	0	0	11	PRTRC system protein C(11)	NA(11)	213	213	213.00	3	13	pQBR103_00013	pQBR106p_00013	pQBR11d_00014	pQBR124_00013	pQBR4_00013	pQBR43_00013	pQBR44d_00013	pQBR47p_00013	pQBR49_00013	pQBR5_00013	pQBR50d_00013
g0054_0006	g0054	NA	Histidine kinase	98	1	11	1	1	1	0	0	0	0	11	Histidine kinase(11)	NA(11)	1467	1467	1467.00	3	14	pQBR103_00014	pQBR106p_00014	pQBR11d_00015	pQBR124_00014	pQBR4_00014	pQBR43_00014	pQBR44d_00014	pQBR47p_00014	pQBR49_00014	pQBR5_00014	pQBR50d_00014
g0019_0006	g0019	NA	PRTRC system protein B	98	1	11	1	1	1	0	0	0	0	11	PRTRC system protein B(11)	NA(11)	699	699	699.00	3	15	pQBR103_00015	pQBR106p_00015	pQBR11d_00016	pQBR124_00015	pQBR4_00015	pQBR43_00015	pQBR44d_00015	pQBR47p_00015	pQBR49_00015	pQBR5_00015	pQBR50d_00015
g0013_0006	g0013	thiF	ThiF domain-containing protein	98	1	11	1	1	1	0	0	0	0	11	ThiF domain-containing protein(11)	thiF(11)	777	777	777.00	3	16	pQBR103_00016	pQBR106p_00016	pQBR11d_00017	pQBR124_00016	pQBR4_00016	pQBR43_00016	pQBR44d_00016	pQBR47p_00016	pQBR49_00016	pQBR5_00016	pQBR50d_00016
g0037_0006	g0037	NA	Ferredoxin	98	1	11	1	1	1	0	0	0	0	11	Ferredoxin(11)	NA(11)	297	297	297.00	3	17	pQBR103_00017	pQBR106p_00017	pQBR11d_00018	pQBR124_00017	pQBR4_00017	pQBR43_00017	pQBR44d_00017	pQBR47p_00017	pQBR49_00017	pQBR5_00017	pQBR50d_00017
g0080_0006	g0080	NA	Lipoprotein	98	1	11	1	1	1	0	0	0	0	11	Lipoprotein(11)	NA(11)	315	315	315.00	4	1	pQBR103_00517	pQBR106p_00121	pQBR11d_00535	pQBR124_00524	pQBR4_00635	pQBR43_00591	pQBR44d_00143	pQBR47p_00315	pQBR49_00646	pQBR5_00567	pQBR50d_00661
g0056_0006	g0056	NA	Exported protein	98	1	11	1	1	1	0	0	0	0	11	Exported protein(11)	NA(11)	1038	1038	1038.00	4	2	pQBR103_00518	pQBR106p_00122	pQBR11d_00536	pQBR124_00525	pQBR4_00636	pQBR43_00592	pQBR44d_00144	pQBR47p_00316	pQBR49_00647	pQBR5_00568	pQBR50d_00662
g0093_0006	g0093	NA	Rieske domain-containing protein	98	1	11	1	1	1	0	0	0	0	11	Rieske domain-containing protein(11)	NA(11)	228	228	228.00	4	3	pQBR103_00519	pQBR106p_00123	pQBR11d_00537	pQBR124_00526	pQBR4_00637	pQBR43_00593	pQBR44d_00145	pQBR47p_00317	pQBR49_00648	pQBR5_00569	pQBR50d_00663
g0003_0006	g0003	yheU	YheU family protein	98	1	11	1	1	1	0	0	0	0	11	YheU family protein(11)	yheU(11)	252	252	252.00	4	4	pQBR103_00520	pQBR106p_00124	pQBR11d_00538	pQBR124_00527	pQBR4_00638	pQBR43_00594	pQBR44d_00146	pQBR47p_00318	pQBR49_00649	pQBR5_00570	pQBR50d_00664
g0070_0006	g0070	NA	FGGY-N domain-containing protein	98	1	11	1	1	1	0	0	0	0	11	FGGY-N domain-containing protein(11)	NA(11)	663	666	665.73	4	5	pQBR103_00521	pQBR106p_00125	pQBR11d_00539	pQBR124_00528	pQBR4_00639	pQBR43_00595	pQBR44d_00147	pQBR47p_00319	pQBR49_00650	pQBR5_00571	pQBR50d_00665
g0058_0006	g0058	NA	Prevent-host-death protein	98	1	11	1	1	1	0	0	0	0	11	Prevent-host-death protein(11)	NA(11)	312	312	312.00	4	6	pQBR103_00522	pQBR106p_00126	pQBR11d_00540	pQBR124_00529	pQBR4_00640	pQBR43_00596	pQBR44d_00148	pQBR47p_00320	pQBR49_00651	pQBR5_00572	pQBR50d_00666
g0135_0005	g0135	NA	Sel1 repeat family protein	95	2	11	1	1	1	0	0	0	0	11	Sel1 repeat family protein(11)	NA(11)	1113	1113	1113.00	4	7	pQBR103_00523	pQBR106p_00127	pQBR11d_00541	pQBR124_00530	pQBR4_00641	pQBR43_00597	pQBR44d_00149	pQBR47p_00321	pQBR49_00652	pQBR5_00573	pQBR50d_00667
g0021_0006	g0021	NA	Transcriptional regulator	98	1	11	1	1	1	0	0	0	0	11	Transcriptional regulator(11)	NA(11)	306	306	306.00	4	8	pQBR103_00524	pQBR106p_00128	pQBR11d_00542	pQBR124_00531	pQBR4_00642	pQBR43_00598	pQBR44d_00150	pQBR47p_00322	pQBR49_00653	pQBR5_00574	pQBR50d_00668
g0022_0006	g0022	NA	Response regulator	98	1	11	1	1	1	0	0	0	0	11	Response regulator(11)	NA(11)	399	399	399.00	4	9	pQBR103_00525	pQBR106p_00129	pQBR11d_00543	pQBR124_00532	pQBR4_00643	pQBR43_00599	pQBR44d_00151	pQBR47p_00323	pQBR49_00697	pQBR5_00575	pQBR50d_00669
g0028_0006	g0028	NA	DUF3995 domain-containing protein	98	1	11	1	1	1	0	0	0	0	11	DUF3995 domain-containing protein(11)	NA(11)	444	444	444.00	4	10	pQBR103_00526	pQBR106p_00130	pQBR11d_00544	pQBR124_00533	pQBR4_00644	pQBR43_00600	pQBR44d_00152	pQBR47p_00324	pQBR49_00698	pQBR5_00576	pQBR50d_00670
g0073_0006	g0073	NA	Glycine dehydrogenase	98	1	11	1	1	1	0	0	0	0	11	Glycine dehydrogenase(11)	NA(11)	303	303	303.00	4	11	pQBR103_00527	pQBR106p_00131	pQBR11d_00545	pQBR124_00534	pQBR4_00645	pQBR43_00601	pQBR44d_00153	pQBR47p_00325	pQBR49_00699	pQBR5_00577	pQBR50d_00671
g0162_0004	g0162	NA	Bacteriophage protein	90	2	11	1	1	1	0	0	0	0	11	Bacteriophage protein(11)	NA(11)	540	540	540.00	4	12	pQBR103_00528	pQBR106p_00132	pQBR11d_00546	pQBR124_00535	pQBR4_00646	pQBR43_00602	pQBR44d_00154	pQBR47p_00326	pQBR49_00700	pQBR5_00578	pQBR50d_00672
g0165_0004	g0165	NA	DUF913 domain-containing protein	90	2	11	1	1	1	0	0	0	0	11	DUF913 domain-containing protein(11)	NA(11)	378	519	412.91	4	13	pQBR103_00529	pQBR106p_00133	pQBR11d_00547	pQBR124_00536	pQBR4_00647	pQBR43_00603	pQBR44d_00155	pQBR47p_00327	pQBR49_00701	pQBR5_00579	pQBR50d_00673
g0103_0006	g0103	csgG	Curli production assembly/transport component CsgG	98	1	11	1	1	1	0	0	0	0	11	Curli production assembly/transport component CsgG(11)	csgG(11)	696	696	696.00	5	1	pQBR103_00540	pQBR106p_00134	pQBR11d_00548	pQBR124_00537	pQBR4_00648	pQBR43_00604	pQBR44d_00156	pQBR47p_00328	pQBR49_00702	pQBR5_00580	pQBR50d_00674
g0010_0006	g0010	NA	DUF2513 domain-containing protein	98	1	11	1	1	1	0	0	0	0	11	DUF2513 domain-containing protein(11)	NA(11)	453	453	453.00	5	2	pQBR103_00541	pQBR106p_00135	pQBR11d_00549	pQBR124_00538	pQBR4_00649	pQBR43_00605	pQBR44d_00157	pQBR47p_00329	pQBR49_00703	pQBR5_00581	pQBR50d_00675
g0032_0006	g0032	NA	HTH cro/C1-type domain-containing protein	98	1	11	1	1	1	0	0	0	0	11	HTH cro/C1-type domain-containing protein(11)	NA(11)	390	390	390.00	5	3	pQBR103_00542	pQBR106p_00136	pQBR11d_00550	pQBR124_00539	pQBR4_00650	pQBR43_00606	pQBR44d_00158	pQBR47p_00330	pQBR49_00704	pQBR5_00582	pQBR50d_00676
g0105_0006	g0105	rdgC	recombination-associated protein RdgC	98	1	11	1	1	1	0	0	0	0	11	recombination-associated protein RdgC(10):Recombination-associated protein RdgC(1)	rdgC(11)	516	921	884.18	5	4	pQBR103_00543	pQBR106p_00137	pQBR11d_00551	pQBR124_00540	pQBR4_00651	pQBR43_00607	pQBR44d_00159	pQBR47p_00331	pQBR49_00705	pQBR5_00583	pQBR50d_00677
g0018_0006	g0018	NA	Addiction module protein	98	1	11	1	1	1	0	0	0	0	11	Addiction module protein(11)	NA(11)	246	246	246.00	5	5	pQBR103_00544	pQBR106p_00138	pQBR11d_00552	pQBR124_00541	pQBR4_00652	pQBR43_00608	pQBR44d_00185	pQBR47p_00332	pQBR49_00706	pQBR5_00584	pQBR50d_00678
g0076_0006	g0076	NA	Menaquinone-specific isochorismate synthase	98	1	11	1	1	1	0	0	0	0	11	Menaquinone-specific isochorismate synthase(11)	NA(11)	693	693	693.00	5	6	pQBR103_00545	pQBR106p_00139	pQBR11d_00553	pQBR124_00542	pQBR4_00653	pQBR43_00609	pQBR44d_00186	pQBR47p_00333	pQBR49_00707	pQBR5_00585	pQBR50d_00679
g0034_0006	g0034	NA	Hypothetical exported protein	98	1	11	1	1	1	0	0	0	0	11	Hypothetical exported protein(11)	NA(11)	477	477	477.00	5	7	pQBR103_00546	pQBR106p_00140	pQBR11d_00554	pQBR124_00543	pQBR4_00654	pQBR43_00610	pQBR44d_00187	pQBR47p_00334	pQBR49_00708	pQBR5_00586	pQBR50d_00680
g0082_0006	g0082	NA	HD-domain domain-containing protein	98	1	11	1	1	1	0	0	0	0	11	HD-domain domain-containing protein(11)	NA(11)	534	534	534.00	5	8	pQBR103_00547	pQBR106p_00141	pQBR11d_00555	pQBR124_00544	pQBR4_00655	pQBR43_00611	pQBR44d_00188	pQBR47p_00335	pQBR49_00709	pQBR5_00587	pQBR50d_00681
g0064_0006	g0064	NA	Lipoprotein	98	1	11	1	1	1	0	0	0	0	11	Lipoprotein(11)	NA(11)	396	396	396.00	5	9	pQBR103_00548	pQBR106p_00142	pQBR11d_00556	pQBR124_00545	pQBR4_00656	pQBR43_00612	pQBR44d_00189	pQBR47p_00336	pQBR49_00710	pQBR5_00588	pQBR50d_00682
g0004_0006	g0004	csrA	carbon storage regulator CsrA	98	1	11	1	1	1	0	0	0	0	11	carbon storage regulator CsrA(11)	csrA(11)	189	189	189.00	5	10	pQBR103_00549	pQBR106p_00143	pQBR11d_00557	pQBR124_00546	pQBR4_00657	pQBR43_00613	pQBR44d_00190	pQBR47p_00337	pQBR49_00711	pQBR5_00589	pQBR50d_00683
g0088_0006	g0088	NA	Tetratricopeptide repeat protein	98	1	11	1	1	1	0	0	0	0	11	Tetratricopeptide repeat protein(11)	NA(11)	423	423	423.00	5	11	pQBR103_00550	pQBR106p_00144	pQBR11d_00558	pQBR124_00547	pQBR4_00658	pQBR43_00614	pQBR44d_00191	pQBR47p_00338	pQBR49_00712	pQBR5_00590	pQBR50d_00684
g0035_0006	g0035	NA	Transposase	98	1	11	1	1	1	0	0	0	0	11	Transposase(11)	NA(11)	390	390	390.00	6	1	pQBR103_00530	pQBR106p_00066	pQBR11d_00125	pQBR124_00469	pQBR4_00537	pQBR43_00536	pQBR44d_00088	pQBR47p_00261	pQBR49_00554	pQBR5_00469	pQBR50d_00524
g0038_0006	g0038	tnpB	IS66 family insertion sequence element accessory protein TnpB	98	1	11	1	1	1	0	0	0	0	11	IS66 family insertion sequence element accessory protein TnpB(11)	tnpB(11)	345	345	345.00	6	2	pQBR103_00531	pQBR106p_00067	pQBR11d_00126	pQBR124_00470	pQBR4_00538	pQBR43_00537	pQBR44d_00089	pQBR47p_00262	pQBR49_00555	pQBR5_00470	pQBR50d_00525
g0016_0006	g0016	NA	IS66 family transposase	98	1	11	1	1	1	0	0	0	0	11	IS66 family transposase(11)	NA(11)	1506	1506	1506.00	6	3	pQBR103_00532	pQBR106p_00068	pQBR11d_00127	pQBR124_00471	pQBR4_00539	pQBR43_00538	pQBR44d_00090	pQBR47p_00263	pQBR49_00556	pQBR5_00471	pQBR50d_00526
g0007_0006	g0007	tnpR	TnpR protein	98	1	11	1	1	1	0	0	0	0	11	TnpR protein(11)	tnpR(11)	300	300	300.00	6	4	pQBR103_00533	pQBR106p_00069	pQBR11d_00128	pQBR124_00472	pQBR4_00540	pQBR43_00539	pQBR44d_00091	pQBR47p_00264	pQBR49_00557	pQBR5_00472	pQBR50d_00527
g0040_0006	g0040	merB	organomercurial lyase MerB	98	1	11	1	1	1	0	0	0	0	11	organomercurial lyase MerB(11)	merB(11)	639	639	639.00	6	5	pQBR103_00534	pQBR106p_00070	pQBR11d_00129	pQBR124_00473	pQBR4_00541	pQBR43_00540	pQBR44d_00092	pQBR47p_00265	pQBR49_00558	pQBR5_00473	pQBR50d_00528
g0011_0006	g0011	merA	mercury(II) reductase	98	1	11	1	1	1	0	0	0	0	11	mercury(II) reductase(11)	merA(11)	1683	1683	1683.00	6	6	pQBR103_00535	pQBR106p_00071	pQBR11d_00130	pQBR124_00474	pQBR4_00542	pQBR43_00541	pQBR44d_00093	pQBR47p_00266	pQBR49_00559	pQBR5_00474	pQBR50d_00529
g0027_0006	g0027	merC	organomercurial transporter MerC	98	1	11	1	1	1	0	0	0	0	11	organomercurial transporter MerC(11)	merC(11)	435	435	435.00	6	7	pQBR103_00536	pQBR106p_00072	pQBR11d_00131	pQBR124_00475	pQBR4_00543	pQBR43_00542	pQBR44d_00094	pQBR47p_00267	pQBR49_00560	pQBR5_00475	pQBR50d_00530
g0033_0006	g0033	merP	mercury resistance system periplasmic binding protein MerP	98	1	11	1	1	1	0	0	0	0	11	mercury resistance system periplasmic binding protein MerP(11)	merP(11)	276	276	276.00	6	8	pQBR103_00537	pQBR106p_00073	pQBR11d_00132	pQBR124_00476	pQBR4_00544	pQBR43_00543	pQBR44d_00095	pQBR47p_00268	pQBR49_00561	pQBR5_00476	pQBR50d_00531
g0043_0006	g0043	merT	mercuric ion transporter MerT	98	1	11	1	1	1	0	0	0	0	11	mercuric ion transporter MerT(11)	merT(11)	351	351	351.00	6	9	pQBR103_00538	pQBR106p_00074	pQBR11d_00133	pQBR124_00477	pQBR4_00545	pQBR43_00544	pQBR44d_00096	pQBR47p_00269	pQBR49_00562	pQBR5_00477	pQBR50d_00532
g0066_0006	g0066	merR	Hg(II)-responsive transcriptional regulator	98	1	11	1	1	1	0	0	0	0	11	Hg(II)-responsive transcriptional regulator(11)	merR(11)	432	432	432.00	6	10	pQBR103_00539	pQBR106p_00075	pQBR11d_00134	pQBR124_00478	pQBR4_00546	pQBR43_00545	pQBR44d_00097	pQBR47p_00270	pQBR49_00563	pQBR5_00478	pQBR50d_00533
g0060_0006	g0060	ybjN	YbjN domain-containing protein	98	1	11	1	1	1	0	0	0	0	11	YbjN domain-containing protein(11)	ybjN(11)	534	534	534.00	7	1	pQBR103_00508	pQBR106p_00112	pQBR11d_00526	pQBR124_00515	pQBR4_00626	pQBR43_00582	pQBR44d_00134	pQBR47p_00307	pQBR49_00637	pQBR5_00558	pQBR50d_00652
g0030_0006	g0030	NA	Transcriptional regulator	98	1	11	1	1	1	0	0	0	0	11	Transcriptional regulator(11)	NA(11)	243	243	243.00	7	2	pQBR103_00509	pQBR106p_00113	pQBR11d_00527	pQBR124_00516	pQBR4_00627	pQBR43_00583	pQBR44d_00135	pQBR47p_00308	pQBR49_00638	pQBR5_00559	pQBR50d_00653
g0036_0006	g0036	NA	DUF2185 domain-containing protein	98	1	11	1	1	1	0	0	0	0	11	DUF2185 domain-containing protein(11)	NA(11)	231	231	231.00	7	3	pQBR103_00510	pQBR106p_00114	pQBR11d_00528	pQBR124_00517	pQBR4_00628	pQBR43_00584	pQBR44d_00136	pQBR47p_00309	pQBR49_00639	pQBR5_00560	pQBR50d_00654
g0091_0006	g0091	NA	Restriction endonuclease subunit S	98	1	11	1	1	1	0	0	0	0	11	Restriction endonuclease subunit S(11)	NA(11)	255	255	255.00	7	4	pQBR103_00511	pQBR106p_00115	pQBR11d_00529	pQBR124_00518	pQBR4_00629	pQBR43_00585	pQBR44d_00137	pQBR47p_00310	pQBR49_00640	pQBR5_00561	pQBR50d_00655
g0071_0006	g0071	NA	Peptidase-M78 domain-containing protein	98	1	11	1	1	1	0	0	0	0	11	Peptidase-M78 domain-containing protein(11)	NA(11)	576	576	576.00	7	5	pQBR103_00512	pQBR106p_00116	pQBR11d_00530	pQBR124_00519	pQBR4_00630	pQBR43_00586	pQBR44d_00138	pQBR47p_00311	pQBR49_00641	pQBR5_00562	pQBR50d_00656
g0100_0006	g0100	NA	HD domain-containing protein	98	1	11	1	1	1	0	0	0	0	11	HD domain-containing protein(11)	NA(11)	528	528	528.00	7	6	pQBR103_00513	pQBR106p_00117	pQBR11d_00531	pQBR124_00520	pQBR4_00631	pQBR43_00587	pQBR44d_00139	pQBR47p_00312	pQBR49_00642	pQBR5_00563	pQBR50d_00657
g0177_0005	g0177	NA	DUF551 domain-containing protein	95	2	11	1	1	1	0	0	0	0	11	DUF551 domain-containing protein(11)	NA(11)	414	414	414.00	7	7	pQBR103_00514	pQBR106p_00118	pQBR11d_00532	pQBR124_00521	pQBR4_00632	pQBR43_00588	pQBR44d_00140	pQBR47p_00313	pQBR49_00643	pQBR5_00564	pQBR50d_00658
g0108_0006	g0108	NA	Single-stranded DNA-binding protein	98	1	11	1	1	1	0	0	0	0	11	Single-stranded DNA-binding protein(11)	NA(11)	552	552	552.00	7	8	pQBR103_00515	pQBR106p_00119	pQBR11d_00533	pQBR124_00522	pQBR4_00633	pQBR43_00589	pQBR44d_00141	pQBR47p_00314	pQBR49_00644	pQBR5_00565	pQBR50d_00659
g0256_0006	g0256	NA	Exodeoxyribonuclease I	98	1	10	1	1	1	0	0	0	0	10	Exodeoxyribonuclease I(10)	NA(10)	1398	1398	1398.00	8	1	pQBR103_00018		pQBR11d_00019	pQBR124_00018	pQBR4_00018	pQBR43_00018	pQBR44d_00018	pQBR47p_00018	pQBR49_00018	pQBR5_00018	pQBR50d_00018
g0346_0006	g0346	NA	DUF89 domain-containing protein	98	1	10	1	1	1	0	0	0	0	10	DUF89 domain-containing protein(10)	NA(10)	759	759	759.00	8	2	pQBR103_00019		pQBR11d_00020	pQBR124_00019	pQBR4_00019	pQBR43_00019	pQBR44d_00019	pQBR47p_00019	pQBR49_00019	pQBR5_00019	pQBR50d_00019
g0309_0006	g0309	NA	Tetratricopeptide repeat protein	98	1	10	1	1	1	0	0	0	0	10	Tetratricopeptide repeat protein(10)	NA(10)	978	978	978.00	8	3	pQBR103_00020		pQBR11d_00021	pQBR124_00020	pQBR4_00020	pQBR43_00020	pQBR44d_00020	pQBR47p_00020	pQBR49_00020	pQBR5_00020	pQBR50d_00020
g0290_0006	g0290	dnaN	DNA polymerase III subunit beta	98	1	10	1	1	1	0	0	0	0	10	DNA polymerase III subunit beta(10)	dnaN(10)	1110	1110	1110.00	8	4	pQBR103_00021		pQBR11d_00022	pQBR124_00021	pQBR4_00021	pQBR43_00021	pQBR44d_00021	pQBR47p_00021	pQBR49_00021	pQBR5_00021	pQBR50d_00021
g0244_0006	g0244	NA	RNA-pol-sigma70 domain-containing protein	98	1	10	1	1	1	0	0	0	0	10	RNA-pol-sigma70 domain-containing protein(10)	NA(10)	1599	1599	1599.00	8	5	pQBR103_00022		pQBR11d_00023	pQBR124_00022	pQBR4_00022	pQBR43_00022	pQBR44d_00022	pQBR47p_00022	pQBR49_00022	pQBR5_00022	pQBR50d_00022
g0511_0006	g0511	NA	SCP2 domain-containing protein	98	1	10	1	1	1	0	0	0	0	10	SCP2 domain-containing protein(10)	NA(10)	369	369	369.00	8	6	pQBR103_00023		pQBR11d_00024	pQBR124_00023	pQBR4_00023	pQBR43_00023	pQBR44d_00023	pQBR47p_00023	pQBR49_00023	pQBR5_00023	pQBR50d_00023
g0462_0006	g0462	NA	DUF4129 domain-containing protein	98	1	10	1	1	1	0	0	0	0	10	DUF4129 domain-containing protein(10)	NA(10)	456	456	456.00	8	7	pQBR103_00024		pQBR11d_00025	pQBR124_00024	pQBR4_00024	pQBR43_00024	pQBR44d_00024	pQBR47p_00024	pQBR49_00024	pQBR5_00024	pQBR50d_00024
g0414_0006	g0414	NA	Phage tail protein	98	1	10	1	1	1	0	0	0	0	10	Phage tail protein(10)	NA(10)	549	549	549.00	8	8	pQBR103_00025		pQBR11d_00026	pQBR124_00025	pQBR4_00025	pQBR43_00025	pQBR44d_00025	pQBR47p_00025	pQBR49_00025	pQBR5_00025	pQBR50d_00025
g0505_0006	g0505	ykgJ	YkgJ family cysteine cluster protein	98	1	10	1	1	1	0	0	0	0	10	YkgJ family cysteine cluster protein(10)	ykgJ(10)	375	375	375.00	8	9	pQBR103_00026		pQBR11d_00027	pQBR124_00026	pQBR4_00026	pQBR43_00026	pQBR44d_00026	pQBR47p_00026	pQBR49_00026	pQBR5_00026	pQBR50d_00026
g0303_0006	g0303	NA	Twin-arginine translocation signal domain-containing protein	98	1	10	1	1	1	0	0	0	0	10	Twin-arginine translocation signal domain-containing protein(10)	NA(10)	1002	1002	1002.00	8	10	pQBR103_00027		pQBR11d_00028	pQBR124_00027	pQBR4_00027	pQBR43_00027	pQBR44d_00027	pQBR47p_00027	pQBR49_00027	pQBR5_00027	pQBR50d_00027
g0567_0006	g0567	NA	DUF1421 domain-containing protein	98	1	10	1	1	1	0	0	0	0	10	DUF1421 domain-containing protein(10)	NA(10)	300	300	300.00	8	11	pQBR103_00028		pQBR11d_00029	pQBR124_00028	pQBR4_00028	pQBR43_00028	pQBR44d_00028	pQBR47p_00028	pQBR49_00028	pQBR5_00028	pQBR50d_00028
g0316_0006	g0316	NA	CheB-type methylesterase domain-containing protein	98	1	10	1	1	1	0	0	0	0	10	CheB-type methylesterase domain-containing protein(10)	NA(10)	936	936	936.00	8	12	pQBR103_00029		pQBR11d_00030	pQBR124_00029	pQBR4_00029	pQBR43_00029	pQBR44d_00029	pQBR47p_00029	pQBR49_00029	pQBR5_00029	pQBR50d_00029
g0210_0006	g0210	NA	histidine kinase	98	1	10	1	1	1	0	0	0	0	10	histidine kinase(10)	NA(10)	5841	5841	5841.00	8	13	pQBR103_00030		pQBR11d_00031	pQBR124_00030	pQBR4_00030	pQBR43_00030	pQBR44d_00030	pQBR47p_00030	pQBR49_00030	pQBR5_00030	pQBR50d_00030
