Name,Product,Colour
g0237,Alcohol dehydrogenase AlkJ,#4d4d4d
g0298,Transcriptional regulator%2C AraC family,#4d4d4d
g0556,QslA-E domain-containing protein,#4d4d4d
g0251,MFS transporter,#4d4d4d
g0387,KstR2_1 protein,#4d4d4d
g0401,Serine hydrolase family protein,#4d4d4d
g0573,hypothetical protein,#4d4d4d
g0575,Similarity,#4d4d4d
g0523,Peptidase A1 domain-containing protein,#4d4d4d
g0602,Lipoprotein,#4d4d4d
g0592,hypothetical protein,#4d4d4d
g0590,DUF1801 domain-containing protein,#4d4d4d
g0652,hypothetical protein,#4d4d4d
g0302,DUF3829 domain-containing protein,#4d4d4d
g0249,Molecular chaperone DnaJ,#4d4d4d
g0596,hypothetical protein,#4d4d4d
g0353,Methyltransf-12 domain-containing protein,#4d4d4d
g0295,DUF5677 domain-containing protein,#4d4d4d
g0421,Alpha-E domain-containing protein,#4d4d4d
g0112_3,NAD-dependent protein deacylase,#4d4d4d
g0457,Nicotinamide-nucleotide adenylyltransferase,#4d4d4d
g0456,Fis family transcriptional regulator,#4d4d4d
g0340,DSHCT domain-containing protein,#4d4d4d
g0637,Six-cysteine peptide SCIFF,#4d4d4d
g0242,Vitamin B12-dependent ribonucleoside-diphosphate reductase,#4d4d4d
g0394,Thymidylate kinase,#4d4d4d
g0413,hypothetical protein,#4d4d4d
g0468,CPBP family intramembrane metalloprotease,#4d4d4d
g0293,Mu-like prophage tail protein gpP,#4d4d4d
g0157,Lipoprotein,#4d4d4d
g0434,hypothetical protein,#4d4d4d
g0477,hypothetical protein,#4d4d4d
g0525,CopL family metal-binding regulatory protein,#4d4d4d
g0455,hypothetical protein,#4d4d4d
g0201,GMC-OxRdtase-N domain-containing protein,#4d4d4d
g0114_3,Transposase,#4d4d4d
