Name,Product,Colour
g0592,hypothetical protein,#4d4d4d
g0603,Lipoprotein,#4d4d4d
g0523,Peptidase A1 domain-containing protein,#4d4d4d
g0575,Similarity,#4d4d4d
g0573,hypothetical protein,#4d4d4d
g0401,Serine hydrolase family protein,#4d4d4d
g0387,KstR2_1 protein,#4d4d4d
g0250,MFS transporter,#4d4d4d
g0556,QslA-E domain-containing protein,#4d4d4d
g0298,Transcriptional regulator%2C AraC family,#4d4d4d
g0236,Alcohol dehydrogenase AlkJ,#4d4d4d
g0218,Putative flavoprotein involved in K+ transport,#4d4d4d
g0329,Oxidoreductase%2C short chain dehydrogenase/reductase family,#4d4d4d
g0403,hypothetical protein,#4d4d4d
g0555,Phage protein,#4d4d4d
g0396,Site-specific recombinase XerC,#4d4d4d
g0210,NACHT domain-containing protein,#4d4d4d
g0526,hypothetical protein,#4d4d4d
g0271,Tyr recombinase domain-containing protein,#4d4d4d
g0443,hypothetical protein,#4d4d4d
g0221,Tyr recombinase domain-containing protein,#4d4d4d
g0230,Tyr recombinase domain-containing protein,#4d4d4d
g0413,hypothetical protein,#4d4d4d
g0394,Thymidylate kinase,#4d4d4d
g0241,Vitamin B12-dependent ribonucleoside-diphosphate reductase,#4d4d4d
g0637,Six-cysteine peptide SCIFF,#4d4d4d
g0340,DSHCT domain-containing protein,#4d4d4d
g0469,CPBP family intramembrane metalloprotease,#4d4d4d
g0293,Mu-like prophage tail protein gpP,#4d4d4d
g0478,hypothetical protein,#4d4d4d
g0200,GMC-OxRdtase-N domain-containing protein,#4d4d4d
g0525,CopL family metal-binding regulatory protein,#4d4d4d
g0452,hypothetical protein,#4d4d4d
g0434,hypothetical protein,#4d4d4d
g0114_3,Transposase,#4d4d4d
g0156,hypothetical protein,#4d4d4d
