Name,Product,Colour
g0364,WWE domain-containing protein,#5491F0
g0370,DDE-Tnp-1-7 domain-containing protein,#4B91F4
g0416,NAD-dependent protein deacylase,#000000
g0199,LPD29 domain-containing protein,#000000
g0204(2),NA,#000000
g0304(2),NA,#2690FE
g0455(2),NA,#000000
g0166,DUF364 domain-containing protein,#000000
g0279(2),NA,#1E3150
g0379(2),NA,#9594C0
g0172,Radical-SAM domain-containing protein,#000000
g0173,Photosystem I reaction center subunit VIII,#000000
g0167,DUF2163 domain-containing protein,#000000
g0251(2),NA,#000000
g0400(2),NA,#000000
g0351(2),NA,#EDB423
g0198,ALP-N domain-containing protein,#3C90F9
g0085(2),NA,#275CA0
g0371,Lipoprotein,#9094C5
g0417,Cystathionine gamma-lyase,#000000
g0232(2),NA,#000000
g0403,hypothetical protein,#000000
g0185(2),NA,#000000
g0365,EKA-like protein,#C79E6B
g0463(2),NA,#000000
g0332(2),NA,#6791E6
g0359,Transcriptional regulator,#EEB423
g0205,Transposase,#000000
g0211,DUF2201 domain-containing protein,#000000
g0239,TrbC/VirB2 family protein,#4390F7
g0189(2),NA,#000000
g0089(2),NA,#3F90F8
g0343(2),NA,#DEA820
g0412(2),NA,#000000
g0243(2),NA,#000000
g0320(2),NA,#5891EE
g0471(2),NA,#000000
g0007,Inner membrane protein,#000000
g0197(2),NA,#000000
g0220(2),NA,#000000
g0013,Lipoprotein,#2190FF
g0097(2),NA,#000000
g0206(2),NA,#254E86
g0306(2),NA,#4791F5
g0457(2),NA,#000000
g0017,Integrase-like protein,#000000
g0003,Type II secretion system protein,#000000
g0218(2),NA,#000000
g0318(2),NA,#3890FA
g0449(2),NA,#000000
g0215,2OG-Fe(II) oxygenase,#000000
g0201,Intraflagellar transport 46-like protein,#000000
g0229,TnpR protein,#000000
g0265(2),NA,#2671C6
g0365(2),NA,#C79E6B
g0434(2),NA,#000000
g0445(2),NA,#000000
g0314(2),NA,#6391E9
g0214(2),NA,#000000
g0361,Leader peptidase (Prepilin peptidase),#DEA821
g0438(2),NA,#2F90FC
g0369(2),NA,#9795BD
g0407,Tn4652 cointegrate resolution protein,#000000
g0375,YiaAB domain-containing protein,#6992E5
g0269(2),NA,#24487B
g0349,Recombinase,#6291E9
g0188,TPR-REGION domain-containing protein,#2768B5
g0163,LMWPc domain-containing protein,#000000
g0177,hypothetical protein,#000000
g0426(2),NA,#000000
g0377(2),NA,#B49994
g0277(2),NA,#2577D1
g0176,Protein of unassigned function,#5991EE
g0322(2),NA,#7892DA
g0195(2),NA,#000000
g0222(2),NA,#000000
g0095(2),NA,#254E85
g0162,Transmembrane protein,#000000
g0189,Type II toxin-antitoxin system ParD family antitoxin,#000000
g0348,MuF-C domain-containing protein,#B99A8A
g0412,IS3 family ISPpu33 transposase ORF B,#000000
g0374,hypothetical protein,#5E91EB
g0360,TerL,#A096B3
g0341(2),NA,#DDA820
g0410(2),NA,#000000
g0241(2),NA,#000000
g0228,DUF4942 domain-containing protein,#000000
g0087(2),NA,#4290F7
g0230(2),NA,#000000
g0200,hypothetical protein,#000000
g0214,NfeD domain-containing protein,#000000
g0187(2),NA,#000000
g0461(2),NA,#000000
g0330(2),NA,#4290F7
g0099(2),NA,#000000
g0199(2),NA,#000000
g0002,Type IV pilus biogenesis protein PilP,#000000
g0016,Prepilin-type N-terminal cleavage/methylation domain-containing protein,#000000
g0253(2),NA,#000000
g0353(2),NA,#C89E69
g0033(2),NA,#2670C5
g0284(2),NA,#213B62
g0133(2),NA,#3390FB
g0384(2),NA,#000000
g0014,Mut7-C domain-containing protein,#000000
g0028,DUF4065 domain-containing protein,#000000
g0202,BRO1 domain-containing protein,#000000
g0216,DUF2798 domain-containing protein,#3790FA
g0050(2),NA,#000000
g0150(2),NA,#000000
g0396(2),NA,#000000
g0121(2),NA,#000000
g0296(2),NA,#5091F2
g0021(2),NA,#000000
g0376,hypothetical protein,#AC98A1
g0410,Transposase,#000000
g0404,40-residue YVTN family beta-propeller repeat protein,#000000
g0362,DUF2591 domain-containing protein,#6491E8
g0438,HNH endonuclease,#2F90FC
g0388(2),NA,#000000
g0288(2),NA,#3490FB
g0174,CRISPR-associated endonuclease Cas1,#2677D0
g0160,Exported protein,#000000
g0142(2),NA,#208BF5
g0148,organomercurial lyase MerB,#000000
g0042(2),NA,#000000
g0149,CheW-like domain-containing protein,#000000
g0161,DUF2790 domain-containing protein,#000000
g0117(2),NA,#000000
g0017(2),NA,#000000
g0175,HNH endonuclease,#000000
g0439,DUF411 domain-containing protein,#000000
g0109(2),NA,#000000
g0009(2),NA,#4991F5
g0405,ImmA/IrrE family metallo-endopeptidase,#000000
g0363,GAF domain-containing protein,#7E93D6
g0377,hypothetical protein,#B49994
g0411,DUF547 domain-containing protein,#000000
g0174(2),NA,#2677D0
g0388,Periplasmic Cu and Ag efflux protein CusF,#000000
g0074(2),NA,#000000
g0217,VRR-NUC domain-containing protein,#000000
g0005(2),NA,#000000
g0203,DUF2591 domain-containing protein,#000000
g0105(2),NA,#1F90FF
g0078(2),NA,#000000
g0178(2),NA,#000000
g0029,hypothetical protein,#000000
g0015,USP domain-containing protein,#000000
g0001,Conjugative transfer protein TraK,#3F90F8
g0066(2),NA,#000000
g0166(2),NA,#000000
g0480(2),NA,#000000
g0460,PII-like signaling protein,#4d4d4d
g0393,Chloride/fluoride channel protein,#4d4d4d
g0448,DUF190 domain-containing protein,#4d4d4d
g0459,PII-like signaling protein,#4d4d4d
g0473,Transmembrane protein,#4d4d4d
g0454,Inner membrane protein,#4d4d4d
g0395,phosphopyruvate hydratase,#4d4d4d
g0430,phosphopyruvate hydratase,#4d4d4d
g0406,cytochrome d ubiquinol oxidase subunit II,#4d4d4d
g0390,Cytochrome ubiquinol oxidase subunit I,#4d4d4d
g0428,UDG domain-containing protein,#4d4d4d
g0398,Tellurite resistance protein TehA and related permeases,#4d4d4d
g0413,DNA-binding transcriptional regulator%2C LysR family,#4d4d4d
g0408,DNA-binding beta-propeller fold protein YncE,#4d4d4d
g0397,Oxidase,#4d4d4d
g0443,Cytochrome c,#4d4d4d
g0432,Cytochrome c domain-containing protein,#4d4d4d
g0389,cytochrome-c oxidase,#4d4d4d
g0394,Cytochrome c oxidase cbb3-type subunit 2,#4d4d4d
g0485,Signal peptide protein,#4d4d4d
g0447,putative lipoprotein with conserved Yx(FWY)xxD motif (function unknown),#4d4d4d
g0419,IS21-like element helper ATPase IstB,#4d4d4d
g0386,IS21 family transposase,#4d4d4d
g0474,DNA-binding protein,#4d4d4d
g0402,Winged helix DNA-binding domain-containing protein,#4d4d4d
g0458,DUF222 domain-containing protein,#4d4d4d
g0487,hypothetical protein,#4d4d4d
g0477,hypothetical protein,#4d4d4d
